-23.178645743145744, -0.727580808080808, 36.1191471231063
-21.180120726074428, -0.5496825326525823, 34.990508735724255
-19.179029731600362, -0.403654510303365, 33.82424011289934
-17.175505744933652, -0.2967012832878786, 32.616317269973955
-15.170081728633942, -0.2367097695789559, 31.361940423919073
-13.163806260010217, -0.2339621533407987, 30.055285943586107
-11.15936807078604, -0.31559666209260534, 28.68930495427215
-9.162864965627456, -0.5092039939136399, 27.255118394055266
-7.1943722108843415, -0.8898956447235958, 25.741849714627364
-5.3209254896143365, -1.5935731190316564, 24.13696741665397
-3.896709359190378, -2.962692111469557, 22.440373885265373
-3.777781074366685, -4.921356863910947, 27.265039916533613
-4.610621097671865, -6.737933477494672, 34.67334066492909
-5.7918674504836645, -8.357523988950373, 42.64571171050109
-7.137581662125695, -9.844984841322269, 47.796585461414274
-8.571907189861111, -11.247578140037756, 52.66488745334822
-10.06366169564219, -12.58915442863415, 54.4479519884178
-11.595658246277814, -13.884723967596805, 53.705909755579
-13.158530164703553, -15.14289641169888, 52.95346527450991
-14.74237359113654, -16.374584710302017, 52.190168928077654
-16.345035982877555, -17.581710519751546, 51.41553606598811
-17.96061768717396, -18.77149665000491, 50.62905102307773
-19.588748211776036, -19.944061943393326, 49.830151874607125
-21.225382006934602, -21.104730863488758, 49.01823357524083
-22.86977924245312, -22.25437753624709, 48.19263779738564
-24.52055423631432, -23.394851112448862, 47.35264902821549
-26.17600966686572, -24.528521452137472, 46.49748779852733
-27.835452118187742, -25.65634926370452, 45.6263009269425
-29.498088000310275, -26.779465295712157, 44.7381523121926
-31.16274461115318, -27.899584440477543, 43.83201113390137
-32.82872144932502, -29.017739494453178, 42.906737438460496
-34.495328106442976, -30.134955798885258, 41.961065650132916
-36.16170269762368, -31.252518125557113, 40.99358419623257
-37.82713934919346, -32.37147748767091, 40.00271072529932
-39.49072944668044, -33.49317967742805, 38.986661824755785
-41.15143524135179, -34.61914667868218, 37.943415224952275
-42.8086160579215, -35.750294012305616, 36.87066240642161
-44.46085625453772, -36.88864320299539, 35.76574888731422
-46.10656517924613, -38.036411863810336, 34.62559599925784
-47.745063372946376, -39.19444911689901, 33.44659989501814
-49.37249642042031, -40.367977687772, 32.22449968518022
-50.98851715424062, -41.55716759948895, 30.95418929198645
-52.586690445399896, -42.770219904863836, 29.62947362156732
-54.1643149674411, -44.00982684856322, 28.242713536606537
-55.71336578786442, -45.284940573873534, 26.78425913886533
-57.22053424053772, -46.60924205617155, 25.241704098333944
-58.66234063884848, -48.00412599670137, 23.598706130470195
-59.99419372588804, -49.50349784643485, 21.83299671150556
-61.08845579781402, -51.18031632873204, 19.914529881311427
-61.39874964387951, -53.11708342545232, 17.836195179176883
-60.06504835691954, -54.52758672218242, 15.507470448438104
-58.14984264624819, -55.106071841418235, 12.667085878349765
-56.157913818353045, -55.337009328041916, 8.957913636752114
-54.15280014430016, -55.40008152958153, 7.539457464619588e-7
-54.152800144300144, -55.40008152958153, 0
-34.152800144300144, -55.40008152958153, 0
endData
20
62.83
50
-23.178645743145744, -0.727580808080808, 46.04547113997114, 5.92458658008658, -94.1528001443001, -55.40008152958153, -54.152800144300144, -55.40008152958153
